,0
1185,"['eyewitness', 'describes', 'chaotic', 'scene', 'las', 'vegas', 'shooting', 'abc', 'news']"
1186,"['puerto', 'rico', 'without', 'power', 'months']"
1187,"['suit', 'vs', 'suit']"
1188,"['panthers', 'vs', 'patriots', 'nfl', 'week', 'game', 'highlights']"
1189,"['unboxing', 'mind', 'bending', 'wallpaper', 'tv']"
1190,"['difference', 'pizza', 'cutter', 'eyeliner', 'beauty', 'mi', 'refinery']"
1191,"['september', 'favorites', 'ingrid', 'nilsen']"
1192,"['powerful', 'corporations', 'world']"
1193,"['콜린퍼스가', '직접', '말해주는', '신사답게', '옷입는법']"
1194,"['knock', 'knock', 'police', 'yyy', 'sigh', 'fail']"
1195,"['vhs', 'tape', 'acetone', 'vapor']"
1196,"['guess', 'youtuber', 'voice', 'challenge', 'lilly', 'singh', 'aka', 'superwoman']"
1197,"['make', 'mega', 'blender', 'vs', 'coca', 'cola', 'slow', 'motion', 'cause']"
1198,"['real', 'life', 'game', 'w', 'lilly', 'singh']"
1199,"['shania', 'twain', 'swingin', 'eyes', 'closed']"
1200,"['top', 'saddest', 'deaths', 'harry', 'potter', 'spoilers', 'sad']"
1201,"['message', 'impossible', 'lele', 'pons']"
1202,"['bug', 'puppet', 'drum', 'pads']"
1203,"['casually', 'explained', 'evolution', 'iv', 'hello', 'universe']"
1204,"['sam', 'smith', 'good', 'goodbyes', 'live', 'hackney', 'round', 'chapel']"
1205,"['spent', 'milk', 'makeup']"
1206,"['would', 'eat', 'apple', 'like', 'food', 'life', 'hack']"
1207,['video']
1208,"['bfr', 'earth', 'earth']"
1209,"['david', 'guetta', 'ft', 'justin', 'bieber', 'u', 'official', 'video']"
1210,"['pumpkin', 'spiced', 'white', 'hot', 'chocolate', 'episode']"
1211,"['syracuse', 'football', 'dino', 'babers', 'post', 'game', 'nc', 'state']"
1212,"['cats', 'real', 'pain', 'grass', 'simon', 'cat', 'storytime']"
1213,"['demi', 'lovato', 'sorry', 'sorry', 'vevo', 'x', 'demi', 'lovato']"
1214,"['sneaky', 'toddler', 'steals', 'prince', 'harry', 'popcorn']"
1215,"['era', 'istrefi', 'love', 'yous', 'feat', 'french', 'montana', 'official', 'video', 'ultra', 'music']"
1216,"['upchurch', 'johnny', 'cash', 'official', 'music', 'video']"
1217,"['kb', 'dnou']"
1218,"['maroon', 'lovers', 'ft', 'sza']"
1219,"['questions', 'helga', 'vogue', 'parody']"
1220,"['top', 'cinematographers', 'time']"
1221,"['kelly', 'clarkson', 'move', 'nashville', 'sessions']"
1222,['dodie']
1223,"['picking', 'new', 'mclaren', 'live', 'take']"
1224,"['stop', 'north', 'korean', 'nuclear', 'missile']"
1225,"['mosby', 'motto']"
1226,"['aladdin', 'makes', 'sense']"
1227,"['hold', 'door', 'anwar', 'jibawi', 'inanna', 'sarkis', 'hannah', 'stocking', 'lele', 'pons']"
1228,"['jeremy', 'camp', 'never', 'stopped', 'loving']"
1229,"['hurry', 'bloopers']"
1230,"['introducing', 'kylie', 'cosmetics', 'fall', 'lip', 'kits']"
1231,"['darius', 'rucker', 'life', 'short', 'audio']"
1232,"['chris', 'young', 'hangin', 'lyric', 'video']"
1233,"['tamar', 'braxton', 'marriage', 'music', 'god', 'good']"
1234,"['free', 'gifts', 'neighbors', 'door']"
1235,"['dc', 'rethinking', 'shared', 'universe', 'justice', 'league', 'sju']"
1236,"['guardians', 'galaxy', 'vol', 'vfx', 'breakdown', 'framestore']"
1237,"['students', 'leading', 'fight', 'catalonia']"
1238,"['learn', 'faster']"
1239,"['really', 'use', 'exercise', 'machines']"
1240,"['alex', 'aiono', 'feel', 'like', 'falling', 'ft', 'trinidad', 'cardona']"
1241,"['fletcher', 'talk', 'official', 'audio']"
1242,"['new', 'thor', 'ragnarok', 'international', 'trailer', 'featuring', 'hela', 'movie', 'talk']"
1243,"['company', 'behind', 'telephone']"
1244,"['samoa', 'hotshot', 'crew']"
1245,"['building', 'solar', 'powered', 'workshop']"
1246,"['børns', 'sweet', 'dreams', 'audio']"
1247,"['gymnastics', 'ft', 'world', 'championships', 'vlog']"
1248,"['rush', 'limbaugh', 'pat', 'sajak', 'show', 'part']"
1249,"['wtf', 'even', 'know', 'ft', 'sven', 'desi', 'perkins']"
1250,"['lieutenant', 'general', 'jeff', 'buchanan', 'army', 'corps', 'taking', 'lead', 'power', 'grid', 'repairs', 'cnbc']"
1251,"['floppotron', 'doom', 'em', 'doom', 'gate']"
1252,"['light', 'led', 'dress', 'halloween']"
1253,"['kimbra', 'everybody', 'knows', 'official', 'lyric', 'video']"
1254,"['dave', 'east', 'perfect', 'ft', 'chris', 'brown']"
1255,"['great', 'job', 'c', 'u', 'next', 'tuesday', 'september', 'act', 'part', 'full', 'frontal', 'tbs']"
1256,"['p', 'nk', 'beautiful', 'trauma', 'audio']"
1257,"['cast', 'riverdale', 'gives', 'jimmy', 'fallon', 'jughead', 'crown']"
1258,"['questions', 'still', 'unanswered', 'motive', 'las', 'vegas', 'mass', 'shooting']"
1259,"['ryan', 'gosling', 'jimmy', 'kimmel', 'las', 'vegas']"
1260,"['october', 'rd', 'asked', 'help']"
1261,"['blade', 'runner', 'movie', 'review']"
1262,"['michelle', 'obama', 'speech', 'pennsylvania', 'conference', 'women']"
1263,"['sean', 'evans', 'tries', 'nyc', 'expensive', 'steaks', 'worth', 'guys', 'sean', 'wild']"
1264,"['film', 'theory', 'rick', 'clone', 'beth', 'solved', 'rick', 'morty']"
1265,"['lionel', 'richie', 'katy', 'perry', 'luke', 'bryan', 'take', 'gma']"
1266,"['trump', 'attacks', 'mayor', 'san', 'juan', 'closer', 'look']"
1267,"['babysitter', 'official', 'trailer', 'hd', 'netflix']"
1268,"['neil', 'degrasse', 'tyson', 'answers', 'science', 'questions', 'twitter', 'tech', 'support', 'wired']"
1269,"['las', 'vegas', 'shooting', 'gmb', 'slammed', 'unprofessional', 'mariah', 'carey', 'interview']"
1270,"['recognize', 'gunfire', 'sound', 'gun', 'shots']"
1271,"['shadow', 'war', 'orc', 'real', 'life']"
1272,"['drank', 'coke', 'soda', 'nothing', 'else']"
1273,"['tom', 'petty', 'rock', 'n', 'roll', 'legend', 'dies', 'age', 'today']"
1274,"['las', 'vegas', 'mass', 'casualties', 'mandalay', 'bay', 'shooting', 'bbc', 'news']"
1275,"['musician', 'tom', 'petty', 'dead']"
1276,"['easy', 'nail', 'art', 'designs', 'using', 'household', 'items']"
1277,"['crooked', 'house', 'official', 'trailer']"
1278,"['game', 'theory', 'pokedex', 'full', 'lies', 'pokemon']"
1279,"['iphone', 'plus', 'portraits', 'apple']"
1280,"['dominoes', 'american', 'domino', 'record', 'smarter', 'every', 'day']"
1281,"['huge', 'autumn', 'clothing', 'haul', 'try', 'zoella']"
1282,"['iphone', 'charging', 'speed', 'comparison', 'fast', 'charging', 'worth']"
1283,"['homemade', 'invention', 'quad', 'electric', 'bike', 'unusual', 'vehicles', 'must', 'see']"
1284,"['vlog', 'feat', 'tomska']"
1285,"['deal', 'chronic', 'pain']"
1286,"['halsey', 'making', 'bad', 'love']"
1287,"['sarah', 'close', 'official', 'video']"
1288,"['schlieren', 'imaging', 'color']"
1289,"['catalonia', 'referendum', 'spanish', 'authorities', 'criminals']"
1290,"['upgrading', 'gaming', 'pc']"
1291,"['moments', 'raw', 'went', 'air', 'wwe', 'top']"
1292,"['microwave', 'chronicles', 'microwave', 'moments', 'kitchen', 'nightmares']"
1293,"['bought', 'parents', 'mansion', 'emotional']"
1294,"['hot', 'dog', 'inside', 'burger', 'versus']"
1295,"['pretty', 'sure', 'captain', 'goofy', 'may', 'looking', 'new', 'job']"
1296,"['swimming', 'tub', 'diamonds', 'lol']"
1297,"['eat', 'clay', 'love', 'original', 'short', 'film']"
1298,"['melipona', 'bee', 'defies', 'evolution']"
1299,"['every', 'tinder', 'ever']"
1300,"['perfect', 'thing', 'hangover']"
1301,"['abandoned', 'puppy', 'beats', 'odds', 'survive', 'dodo']"
1302,"['snapchat', 'augmented', 'reality', 'art', 'launch', 'video', 'jeff', 'koons']"
1303,"['j', 'simpson', 'walks', 'prison', 'release']"
1304,"['thor', 'ragnarok', 'puny', 'god', 'trailer', 'marvel', 'superhero', 'movie', 'hd']"
1305,"['shark', 'tier', 'list']"
1306,"['blac', 'chyna', 'shaking', 'deflated', 'cakes', 'onstage', 'amber', 'rose', 'slutwalk']"
1307,"['hills', 'stars', 'heidi', 'montag', 'spencer', 'pratt', 'welcome', 'baby', 'boy']"
1308,"['testing', 'fake', 'makeup', 'part']"
1309,"['superman', 'overpowered']"
1310,"['barkley', 'one', 'hand', 'grab', 'run', 'vs', 'indiana']"
1311,"['dog', 'spells', 'name']"
1312,['gangster']
1313,"['kid', 'annoys', 'part']"
1314,"['best', 'fast', 'chargers', 'iphone', 'iphone', 'x', 'everything', 'need', 'know']"
1315,"['bart', 'deurloo', 'ned', 'interview', 'high', 'bar', 'crash', 'world', 'championships', 'podium', 'training']"
1316,"['regina', 'george', 'mean', 'girls', 'makeup', 'costume', 'tutorial', 'mypaleskin']"
1317,"['build', 'teleporter', 'aliens']"
1318,"['harrison', 'ford', 'really', 'remember', 'ryan', 'gosling', 'name', 'graham', 'norton', 'show']"
1319,"['echosmith', 'get', 'car', 'official', 'music', 'video']"
1320,"['put', 'youtubers', 'nails', 'saw']"
1321,"['favorite', 'tech', 'month', 'september']"
1322,"['shameless', 'season', 'official', 'trailer', 'showtime']"
1323,"['bare', 'bears', 'cupcakes', 'nerdy', 'nummies']"
1324,"['tremorfreeme', 'suppression', 'results']"
1325,"['letting', 'dream', 'die']"
1326,"['new', 'yorkers', 'help', 'us', 'write', 'inspirational', 'jam', 'key', 'awesome']"
1327,"['dressed', 'like', 'store', 'mannequins', 'week']"
1328,"['j', 'balvin', 'willy', 'william', 'mi', 'gente', 'featuring', 'beyoncé', 'ft', 'beyoncé']"
1329,"['happens', 'drop', 'nuclear', 'bomb', 'hurricane']"
1330,"['farmers', 'market', 'lies', 'exposed', 'hidden', 'camera', 'investigation', 'marketplace']"
1331,"['monster', 'frogfish', 'found']"
1332,"['lt', 'gen', 'silveria', 'addresses', 'cadets', 'racism', 'incident']"
1333,"['sam', 'smith', 'good', 'goodbyes', 'live', 'lounge']"
1334,"['future', 'man', 'trailer', 'official', 'futureman', 'hulu', 'new', 'york', 'comic', 'con']"
1335,"['charades', 'gal', 'gadot', 'miley', 'cyrus']"
1336,"['julia', 'roberts', 'acts', 'film', 'career', 'w', 'james', 'corden']"
1337,"['snl', 'host', 'gal', 'gadot', 'breaks', 'walls']"
1338,"['tina', 'fey', 'daughter', 'learned', 'wrong', 'lessons', 'mean', 'girls']"
1339,"['billy', 'eichner', 'one', 'would', 'talk', 'sean', 'spicer', 'emmys', 'conan', 'tbs']"
1340,"['girlfriend', 'vegas', 'shooter', 'arrives', 'lax', 'philippines', 'questioning']"
1341,"['trump', 'blames', 'puerto', 'rico', 'running', 'budget']"
1342,"['open', 'offices', 'overrated']"
1343,"['logan', 'paul', 'losing', 'testicle']"
1344,"['scandal', 'star', 'series', 'finale', 'going', 'big']"
1345,"['grace', 'next', 'dating', 'anchorman', 'sneak', 'peek']"
1346,"['robin', 'williams', 'almost', 'genie']"
1347,"['forced', 'arbitration', 'get', 'jail', 'free', 'card', 'big', 'banks']"
1348,"['rww', 'news', 'pat', 'robertson', 'blames', 'vegas', 'shooting', 'disrespect', 'trump', 'national', 'anthem', 'god']"
1349,"['let', 'talk', 'books']"
1350,"['cnn', 'jim', 'acosta']"
1351,"['little', 'pony', 'x', 'colourpop', 'review', 'try', 'ohmygoditssocute']"
1352,"['hop', 'onboard', 'shortest', 'flight', 'world']"
1353,"['getting', 'ready', 'business']"
1354,['generationer']
1355,"['first', 'lookbook']"
1356,"['lvmpd', 'sheriff', 'briefs', 'media', 'regarding', 'active', 'shooter']"
1357,"['msnbc', 'coverage', 'las', 'vegas', 'shooting', 'full', 'nbc', 'news']"
1358,"['make', 'grass', 'rope', 'improved', 'method']"
1359,"['boy', 'honks', 'swallowing', 'toy', 'horn']"
1360,"['let', 'help', 'victims', 'las', 'vegas', 'attack']"
1361,"['cookbook', 'drops', 'tomorrow']"
1362,"['building', 'beautiful', 'future']"
1363,"['exclusive', 'zonnique', 'patience', 'teaser']"
1364,"['kate', 'winslet', 'never', 'fancied', 'leonardo', 'dicaprio', 'lorraine']"
1365,"['poppin', 'bottles', 'w', 'instagram', 'models']"
1366,"['lindsey', 'mark', 'jive', 'dancing', 'stars']"
1367,"['haim', 'little', 'love']"
1368,"['golden', 'retriever', 'master', 'self', 'control']"
1369,"['j', 'simpson', 'freed', 'prison', 'years']"
1370,"['things', 'feel', 'guilty']"
1371,"['tom', 'petty', 'back', 'live', 'hollywood', 'bowl']"
1372,"['gay', 'asian', 'woman', 'experience', 'ingrid', 'nilsen']"
1373,"['watch', 'sarah', 'sanders', 'discusses', 'las', 'vegas', 'shooting', 'white', 'house', 'news', 'briefing']"
1374,"['lobo', 'football', 'press', 'conference']"
1375,"['colts', 'vs', 'seahawks', 'nfl', 'week', 'game', 'highlights']"
1376,"['steve', 'martin', 'steep', 'canyon', 'rangers', 'npr', 'music', 'tiny', 'desk', 'concert']"
1377,"['fox', 'sports', 'charissa', 'thompson', 'joins', 'dan', 'patrick', 'show', 'studio', 'full', 'interview']"
1378,"['late', 'night', 'pho']"
1379,"['las', 'vegas', 'concert', 'shooting', 'deadliest', 'mass', 'shooting', 'us', 'history', 'officials', 'hold', 'morning', 'newscast']"
1380,"['pittsburgh', 'steelers', 'vs', 'baltimore', 'ravens', 'national', 'anthem']"
1381,"['mom', 'view', 'back']"
1382,"['alfa', 'romeo', 'giulia', 'small', 'overlap', 'iihs', 'crash', 'test']"
1383,"['cool', 'kids', 'echosmith', 'ft', 'sydney', 'sierota', 'music', 'sessions', 'ashley', 'tisdale']"
1384,"['iconic', 'sprinkle', 'donuts', 'made', 'stuff', 'made', 'refinery']"
1385,"['fifth', 'harmony', 'becky', 'g', 'head', 'psa', 'tour', 'argentina']"
1386,"['demi', 'lovato', 'remember', 'lyrics']"
1387,"['reaction', 'ferries', 'basel', 'missed']"
1388,"['derek', 'mason', 'weekly', 'press', 'conference']"
1389,"['survive', 'get', 'stranded', 'island', 'middle', 'nowhere']"
1390,"['self', 'conscious', 'computer', 'feat', 'anna', 'akana', 'jack', 'dean']"
1391,"['early', 'call', 'alabama', 'vs', 'clemson', 'round', 'sc', 'svp', 'espn']"
1392,"['cooking', 'tiny', 'food', 'conjoined', 'challenge']"
1393,"['slide', 'fire', 'works']"
1394,"['best', 'tom', 'petty', 'interview', 'ever']"
1395,"['hoa', 'fight', 'wwii', 'tank']"
1396,"['milos', 'teodosic', 'full', 'highlights', 'vs', 'raptors', 'pt', 'sick', 'assists', 'clippers', 'debut']"
1397,"['stop', 'sextortion', 'thorn']"
1398,"['isla', 'fisher', 'shares', 'experience', 'wedding', 'crashers']"
1399,"['las', 'vegas', 'shooting', 'update']"
1400,"['things', 'learned', 'years', 'sister', 'sister', 'parody']"
1401,"['really', 'happened', 'first', 'time', 'split', 'heavy', 'atom', 'half']"
1402,"['follow', 'around', 'halloween', 'express']"
1403,"['best', 'photos', 'taken', 'microscope']"
1404,"['gal', 'gadot', 'tries', 'reese', 'peanut', 'butter', 'cup', 'first', 'time']"
1405,"['gal', 'gadot', 'compare', 'sam', 'smith', 'snl']"
1406,"['gun', 'modification', 'made', 'las', 'vegas', 'shooting', 'deadly']"
1407,"['disturbing', 'history', 'suburbs']"
1408,"['chance', 'rapper', 'hurricane', 'maria', 'relief', 'live', 'stream', 'directrelief', 'org']"
1409,"['gopro', 'hero']"
1410,"['neon', 'skull', 'halloween', 'makeup', 'tutorial']"
1411,"['jack', 'ryan', 'teaser', 'reveal', 'hd', 'amazon', 'video']"
1412,"['dear', 'hate', 'feat', 'vince', 'gill']"
1413,"['brain', 'surgery', 'costs', 'much']"
1414,"['stephen', 'smith', 'lavar', 'worst', 'sports', 'parent', 'ever', 'first', 'take', 'espn']"
1415,"['vogue', 'cindy', 'crawford', 'takes', 'tour', 'closet', 'supermodel', 'closets']"
1416,"['adam', 'mirror']"
1417,"['emily', 'recommended', 'reading']"
1418,"['game', 'revealed', 'season', 'episode', 'zombie', 'polar', 'bear', 'hbo']"
1419,"['russell', 'brand', 'recovery', 'addiction', 'villainous', 'baby', 'daughter', 'megyn', 'kelly', 'today']"
1420,"['announcement', 'nobel', 'prize', 'chemistry']"
1421,"['qoobo', 'introduction']"
1422,"['nashville', 'vigil', 'las', 'vegas', 'shooting', 'victims', 'prayforvegas']"
1423,"['tom', 'petty', 'heartbreakers', 'american', 'girl']"
1424,"['tom', 'petty', 'heartbreakers', 'last', 'two', 'songs', 'wreck', 'american', 'girl', 'hollywood', 'bowl']"
1425,"['tesla', 'model', 'interior', 'hidden', 'features', 'ocdetailing']"
1426,"['make', 'giant', 'cake', 'pun', 'pencil', 'chocolate', 'cake', 'yolanda', 'gampp', 'cake']"
1427,"['hd', 'katy', 'perry', 'lionel', 'richie', 'luke', 'bryan', 'interview', 'gma']"
1428,"['google', 'pixel', 'event', 'live', 'stream']"
1429,"['boy', 'ate', 'laxative', 'brownies', 'hour', 'happened', 'kidneys']"
1430,"['gucci', 'mane', 'met', 'gala', 'feat', 'offset', 'official', 'music', 'video']"
1431,"['explanation', 'shooting', 'took', 'place', 'las', 'vegas', 'strip']"
1432,"['trump', 'san', 'juan', 'maria', 'thrown', 'us', 'budget', 'whack']"
1433,"['blake', 'shelton', 'name', 'dogs', 'behind', 'scenes']"
1434,"['fox', 'news', 'blames', 'cnn', 'mass', 'shootings']"
1435,"['little', 'pony', 'cake', 'nerdy', 'nummies']"
1436,"['midnight', 'galaxy', 'cupcakes', 'scran', 'line']"
1437,"['warriors', 'training', 'camp', 'ride', 'along', 'kd']"
1438,"['famous', 'youtubers', 'parents', 'react', 'ep']"
1439,"['john', 'oliver', 'puerto', 'rico', 'hospitalized', 'senator']"
1440,"['trl', 'premiere', 'opens', 'tribute', 'las', 'vegas']"
1441,"['shania', 'twain', 'swingin', 'eyes', 'closed', 'behind', 'scenes']"
1442,"['pixel', 'squeeze', 'access', 'features', 'cnet', 'news']"
1443,"['elon', 'musk', 'going', 'mars']"
1444,"['buick', 'reatta']"
1445,"['forensic', 'science', 'last', 'week', 'tonight', 'john', 'oliver', 'hbo']"
1446,['drone']
1447,"['meet', 'new', 'kitten']"
1448,"['bella', 'hadid', 'goes', 'sneaker', 'shopping', 'complex']"
1449,"['gal', 'gadot', 'monologue', 'snl']"
1450,"['marvel', 'runaways', 'teaser', 'official', 'hulu', 'original']"
1451,"['sam', 'smith', 'pray', 'official', 'audio']"
1452,"['fbi', 'agents', 'question', 'las', 'vegas', 'gunman', 'girlfriend', 'several', 'hours']"
1453,"['vegas', 'victim', 'reunited', 'man', 'saved']"
1454,"['visiting', 'crappy', 'hometown']"
1455,"['became', 'youtube', 'star', 'lucie', 'vlogs', 'refinery']"
1456,"['redskins', 'terrelle', 'pryor', 'goes', 'chiefs', 'heckler', 'f', 'k', 'f', 'k', 'tmz', 'sports']"
1457,"['built', 'musical', 'performance', 'black', 'ish', 'season', 'premeire']"
1458,"['academic', 'bear', 'claws', 'live', 'looper', 'version']"
1459,"['gun', 'stocks', 'rise', 'mass', 'shootings']"
1460,"['windmills', 'mind', 'illusion']"
1461,"['chicago', 'bulls', 'vs', 'dallas', 'mavericks', 'full', 'game', 'highlights', 'oct', 'nba', 'preseason']"
1462,"['dad', 'reacts', 'steelers', 'vs', 'ravens', 'week']"
1463,"['need', 'talk', 'las', 'vegas', 'shooting']"
1464,"['september', 'favorites']"
1465,"['jim', 'carrey', 'norm', 'macdonald', 'live']"
1466,"['fast', 'food', 'hot', 'sauce', 'taste', 'test']"
1467,"['dwight', 'howard', 'handles', 'ball', 'floor', 'gets', 'dunk', 'hornets', 'v', 'pistons', 'nba', 'preseason']"
1468,"['hunt', 'everything', 'pumpkin', 'la', 'fall', 'obsession', 'madelaine', 'petsch']"
1469,"['one', 'light', 'official', 'lyric', 'video', 'linkin', 'park']"
1470,"['한국', '맥도날드', '신', '초콜릿', '메뉴']"
1471,"['september', 'favorites', 'food', 'nashville', 'fashion', 'lifestyle']"
1472,"['citron', 'exposes', 'dark', 'side', 'shopify', 'ftc', 'take', 'notice']"
1473,"['honest', 'trailers', 'blade', 'runner']"
1474,"['paddock', 'girlfriend', 'person', 'interest', 'massacre']"
1475,"['teach', 'first', 'behavior', 'targeting']"
1476,"['day', 'dead', 'halloween', 'drugstore', 'makeup', 'tutorial', 'jamie', 'genevieve']"
1477,"['remains', 'day', 'trailer']"
1478,"['building', 'sukkah', 'mayim', 'bialik']"
1479,"['strange', 'case', 'cyclops', 'sheep', 'tien', 'nguyen']"
1480,"['starved', 'scared', 'dog', 'transformed', 'love', 'dodo']"
1481,"['katy', 'perry', 'witness']"
1482,"['st', 'vincent', 'los', 'ageless', 'official', 'video']"
1483,"['try', 'guys', 'try', 'immigrating', 'america']"
1484,"['donald', 'trump', 'north', 'korea', 'one', 'thing', 'work']"
1485,"['lip', 'sync', 'battle', 'miley', 'cyrus']"
1486,"['chris', 'orr', 'makes', 'house', 'call', 'vs', 'nebraska']"
1487,"['wild', 'monkeys', 'europe']"
1488,"['kenyon', 'martin', 'takes', 'issue', 'jeremy', 'lin', 'dreaded', 'hairstyle']"
1489,"['tim', 'mcgraw', 'faith', 'hill', 'rest', 'life', 'audio']"
1490,"['get', 'nyc', 'sweet', 'digs', 'home', 'tour', 'refinery']"
1491,"['gadgets', 'fan', 'mail', 'put', 'test']"
1492,"['worker', 'finds', 'secret', 'room', 'home', 'renovation']"
1493,"['would', 'happen', 'bugs', 'died']"
1494,"['tom', 'brady', 'leads', 'efficient', 'td', 'drive', 'take', 'lead', 'patriots', 'vs', 'buccaneers', 'nfl', 'wk', 'highlights']"
1495,"['kerry', 'washington', 'eye', 'scandal', 'prada', 'bags']"
1496,"['black', 'mirror', 'friends', 'one', 'ross', 'invents', 'san', 'junipero', 'netflix']"
1497,"['sent', 'sammy', 'try', 'la', 'kings', 'shay', 'mitchell']"
1498,"['lewis', 'capaldi', 'fade', 'official', 'audio']"
1499,"['ellen', 'oprah', 'take', 'grocery', 'store', 'part']"
1500,"['teach', 'history', 'erase', 'ed', 'gillespie', 'governor']"
1501,"['spicy', 'noodles', 'chinese', 'burgers', 'los', 'angeles', 'xi', 'street', 'food', 'tour']"
1502,"['kuwtk', 'kim', 'kardashian', 'gets', 'upset', 'bad', 'paparazzi', 'pics', 'vacay', 'e']"
1503,"['der', 'zerhacker']"
1504,"['self', 'love', 'vs', 'romantic', 'love']"
1505,"['prankster', 'interrupts', 'theresa', 'may', 'conference', 'speech', 'hand', 'fake', 'p']"
1506,"['bump', 'fire', 'stock']"
1507,"['buying', 'house']"
1508,"['rich', 'uncle', 'pennybags', 'look', 'alike', 'trolls', 'equifax', 'hearing']"
1509,"['spongebob', 'life']"
1510,"['american', 'vs', 'french', 'makeup', 'tutorial']"
1511,"['never', 'stop', 'cable']"
1512,"['stranger', 'things', 'game']"
1513,"['tracking', 'tropical', 'storm', 'nate']"
1514,"['rest', 'mean', 'girls', 'cast', 'joins', 'fight']"
1515,"['origins', 'alcohol', 'brand', 'names', 'mental_floss', 'list', 'show', 'ep']"
1516,"['single', 'shots', 'automatics', 'firearms', 'work']"
1517,"['miley', 'cyrus', 'covers', 'wildflowers', 'tom', 'petty', 'tribute', 'howard', 'stern', 'show']"
1518,"['google', 'pixelbook', 'first', 'look']"
1519,"['shins', 'cherry', 'hearts']"
1520,"['slowest', 'longest', 'dab']"
1521,"['halloween', 'costume', 'thrift', 'shopping']"
1522,"['inside', 'gran', 'turismo', 'sport', 'vol', 'cars']"
1523,"['reduce', 'tool', 'chatter', 'diy', 'lathe', 'ssv', 'electronics']"
1524,"['weezer', 'weekend', 'woman']"
1525,"['fergie', 'tension']"
1526,"['trevor', 'responds', 'las', 'vegas', 'shooting', 'trump', 'tweets', 'weekend', 'away', 'daily', 'show']"
1527,"['idris', 'elba', 'talks', 'childhood', 'playing', 'american', 'roles', 'mountain', 'us', 'view']"
1528,"['corey', 'fogelmanis', 'raw', 'word', 'play']"
1529,"['female', 'hyenas', 'pseudo', 'penises']"
1530,"['google', 'pixel', 'vs', 'pixel', 'xl', 'hands']"
1531,"['jack', 'ryan', 'official', 'trailer', 'teaser', 'john', 'krasinski', 'tv', 'series', 'hd']"
1532,"['luke', 'bryan', 'light', 'lyric', 'video']"
1533,"['menprovement', 'initiative']"
1534,"['rhapsody', 'blue']"
1535,"['cam', 'newton', 'trying', 'win', 'way', 'possible']"
1536,"['halloween', 'flipbook', 'compilation', 'theflippist']"
1537,"['lineup', 'tattoo', 'belongs', 'person']"
1538,"['satisfying', 'yo', 'yo', 'blades', 'cause']"
1539,"['weird', 'music', 'test', 'try']"
1540,"['everything', 'google', 'pixel', 'event', 'wired']"
1541,"['carly', 'pearce', 'hide', 'wine', 'static']"
1542,"['packers', 'vs', 'cowboys', 'nfl', 'week', 'game', 'highlights']"
1543,"['harrison', 'ford', 'apologizes', 'ryan', 'gosling', 'powerful', 'punch']"
1544,"['castle', 'rock', 'first', 'look', 'teaser', 'official', 'hulu', 'original']"
1545,"['new', 'justice', 'league', 'trailer', 'last', 'jedi', 'trailer', 'tomorrow', 'john', 'campea', 'show']"
1546,"['billy', 'joel', 'miley', 'cyrus', 'perform', 'new', 'york', 'state', 'mind', 'madison', 'square', 'garden']"
1547,"['philip', 'k', 'dick', 'electric', 'dreams', 'official', 'trailer', 'hd', 'amazon', 'video']"
1548,"['tried', 'face', 'mask', 'controlled', 'phone']"
1549,"['world', 'largest', 'fruits']"
1550,"['colleen', 'ballinger', 'makeup', 'reads', 'fan', 'tweets']"
1551,"['isla', 'fisher', 'amy', 'adams']"
1552,"['terry', 'crews', 'hallucinates', 'eating', 'spicy', 'wings', 'hot', 'ones']"
1553,"['iconic', 'halloween', 'costumes']"
1554,"['self', 'help', 'exercise', 'mom', 'view']"
1555,"['ryan', 'gosling', 'harrison', 'ford', 'lose', 'hilarious', 'interview', 'morning']"
1556,"['kerry', 'washington', 'best', 'friends', 'obamas', 'imagination']"
1557,"['koenigsegg', 'agera', 'rs']"
1558,"['roman', 'j', 'israel', 'esq', 'official', 'trailer', 'hd']"
1559,"['buy', 'boyfriends', 'outfits']"
1560,"['enter', 'forever', 'beauty', 'funland']"
1561,"['reporters', 'laugh', 'people', 'waiting', 'super', 'nintendo', 'classic']"
1562,"['bmw', 'hot', 'tub', 'first', 'tests', 'issues']"
1563,"['mother', 'coraline', 'halloween', 'makeup', 'tutorial']"
1564,"['full', 'face', 'sephora', 'worth']"
1565,"['lauv', 'easy', 'love', 'official', 'video']"
1566,"['week', 'learned', 'solve', 'xx', 'rubik', 'cube']"
1567,"['top', 'drugstore', 'foundations', 'nyma', 'tang']"
1568,"['et', 'si', 'game', 'thrones', 'était', 'un', 'anime', 'malec']"
1569,"['google', 'pixel', 'impressions']"
1570,"['gymnastics', 'tough', 'sport', 'worlds', 'qualification', 'vlog']"
1571,"['feel', 'lonely', 'odd']"
1572,"['kittens', 'come', 'box']"
1573,"['get', 'car', 'make', 'sharper', 'turns', 'steering', 'angle', 'mod']"
1574,"['riverdale', 'cast', 'plays', 'truth', 'dare', 'teen', 'vogue']"
1575,"['englishman', 'plays', 'risk', 'foil', 'arms', 'hog']"
1576,"['arnold', 'hit', 'volts']"
1577,"['sisters', 'vegas', 'gunman', 'girlfriend', 'say', 'sent', 'philippines', 'interfere']"
1578,"['october', 'th', 'google', 'event']"
1579,"['lay', '레이', 'sheep', '羊', 'mv', 'teaser']"
1580,"['wonder', 'wheel', 'official', 'trailer', 'hd', 'amazon', 'studios']"
